Instante de Tempo t,Fila de pedidos,Em produção,Prontos
1541,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1542,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1543,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1544,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1545,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1546,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1547,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1548,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1549,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1550,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1551,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1552,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,"
1553,"85371, 55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","94483","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1554,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1555,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1556,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1557,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1558,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1559,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1560,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1561,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1562,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1563,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1564,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1565,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1566,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1567,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1568,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1569,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1570,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1571,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1572,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1573,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1574,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1575,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1576,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1577,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1578,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1579,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1580,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1581,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,"
1582,"55046, 86434, 68143, 71624, 89317, 77965, 19675, 67868, 19652, 24952, 23938, 54099, 53662, 80982, 27696, 58124, 14303, 14037, 88974, 24202, 85419, 12330, 28269, 53275","85371","98912,69376,14448,74826,47299,13561,11269,78154,63405,54339,28789,96381,32970,51545,52875,12028,63054,51064,50733,90108,18741,91174,49542,37555,79528,95675,49221,31234,70998,79005,62968,34554,44477,32002,37201,87221,12211,48265,14923,20667,93624,94270,70717,47848,26273,40808,25375,44902,33426,79315,59341,50389,31301,74017,80513,20703,84601,25037,33936,65040,65805,52090,70124,21670,52276,44114,83066,71224,74499,56914,54667,96534,46051,47448,94483,85371,"
